tenure_months,contract_type,payment_method,internet_service,monthly_charge,total_charges,data_usage_gb,support_calls,addon_services,churn
39.0,1년,신용카드,광랜,107254.0,4300441.0,295.0,0.0,0.0,1
3.0,2년,지류,,,209420.0,187.0,8.0,1.0,1
7.0,1년,지류,광랜,42783.0,354220.0,331.0,9.0,0.0,1
54.0,1년,지류,광랜,118532.0,5839969.0,185.0,8.0,0.0,1
40.0,무약정,지류,광랜,92165.0,4100924.0,438.0,3.0,5.0,1
72.0,무약정,자동이체,,146576.0,11937987.0,118.0,5.0,5.0,1
57.0,2년,자동이체,광랜,44381.0,2829194.0,375.0,2.0,3.0,0
55.0,무약정,자동이체,미사용,115505.0,7515040.0,170.0,6.0,1.0,1
47.0,2년,자동이체,미사용,76409.0,3655819.0,230.0,3.0,1.0,0
36.0,무약정,자동이체,광랜,89390.0,2994656.0,400.0,6.0,1.0,1
14.0,1년,신용카드,기가,133226.0,,278.0,4.0,0.0,1
41.0,무약정,자동이체,미사용,96772.0,3312893.0,135.0,10.0,3.0,1
12.0,무약정,자동이체,미사용,62304.0,,183.0,3.0,1.0,1
,2년,지류,미사용,28585.0,2055786.0,71.0,5.0,4.0,0
48.0,무약정,신용카드,미사용,121348.0,4669356.0,360.0,4.0,3.0,1
34.0,2년,자동이체,광랜,57529.0,1641650.0,420.0,,3.0,0
1.0,2년,지류,광랜,98704.0,109183.0,318.0,2.0,3.0,1
8.0,1년,신용카드,기가,117881.0,855898.0,82.0,2.0,0.0,1
7.0,무약정,지류,기가,31500.0,193309.0,144.0,8.0,1.0,1
2.0,1년,지류,기가,69998.0,159547.0,388.0,0.0,5.0,1
67.0,2년,신용카드,미사용,146552.0,11775822.0,206.0,4.0,,0
22.0,2년,신용카드,미사용,112312.0,2843989.0,468.0,9.0,2.0,1
33.0,2년,지류,기가,113070.0,3548086.0,175.0,1.0,5.0,0
45.0,1년,자동이체,기가,126707.0,5559000.0,473.0,6.0,4.0,1
67.0,1년,,기가,126740.0,8937971.0,204.0,6.0,4.0,1
38.0,2년,신용카드,기가,27224.0,928241.0,274.0,,0.0,0
43.0,2년,신용카드,미사용,86251.0,3102724.0,14.0,9.0,3.0,1
65.0,1년,자동이체,미사용,78421.0,5248056.0,456.0,7.0,3.0,0
1.0,2년,자동이체,광랜,148098.0,138648.0,,9.0,0.0,1
26.0,1년,신용카드,광랜,62798.0,1640967.0,471.0,3.0,4.0,1
20.0,2년,지류,미사용,83800.0,1402757.0,460.0,9.0,1.0,1
45.0,1년,자동이체,광랜,28449.0,1053056.0,81.0,4.0,5.0,0
40.0,무약정,신용카드,기가,96160.0,4033135.0,439.0,5.0,4.0,1
7.0,1년,자동이체,미사용,37487.0,219009.0,,10.0,3.0,1
,무약정,자동이체,광랜,114202.0,1473938.0,360.0,9.0,0.0,1
37.0,2년,자동이체,미사용,76756.0,2493581.0,298.0,7.0,2.0,0
16.0,2년,자동이체,,99788.0,1870728.0,45.0,4.0,4.0,1
34.0,2년,신용카드,미사용,127624.0,5003312.0,439.0,9.0,1.0,1
6.0,무약정,지류,미사용,85136.0,611627.0,217.0,7.0,2.0,1
19.0,무약정,지류,광랜,36730.0,796810.0,145.0,4.0,,1
14.0,1년,신용카드,미사용,77627.0,924081.0,320.0,8.0,1.0,1
34.0,1년,자동이체,광랜,129569.0,4235158.0,205.0,3.0,2.0,1
19.0,무약정,지류,,103343.0,2115280.0,429.0,10.0,1.0,1
1.0,,신용카드,미사용,120997.0,101009.0,233.0,2.0,1.0,1
29.0,1년,자동이체,광랜,44482.0,1065494.0,103.0,6.0,3.0,0
2.0,2년,자동이체,광랜,78016.0,146808.0,319.0,8.0,0.0,1
33.0,무약정,신용카드,미사용,145226.0,4923565.0,266.0,8.0,3.0,1
69.0,2년,신용카드,미사용,60228.0,4606363.0,216.0,4.0,0.0,0
21.0,2년,지류,광랜,80874.0,1488618.0,373.0,9.0,3.0,1
62.0,무약정,지류,미사용,142076.0,8418297.0,219.0,3.0,5.0,1
13.0,2년,자동이체,미사용,106434.0,1520277.0,225.0,1.0,3.0,1
36.0,,지류,기가,78907.0,3009958.0,378.0,9.0,3.0,1
17.0,무약정,자동이체,미사용,79652.0,1490494.0,42.0,6.0,5.0,1
21.0,2년,자동이체,미사용,65807.0,1351837.0,430.0,2.0,1.0,0
27.0,2년,지류,기가,132979.0,3411003.0,403.0,8.0,3.0,1
23.0,2년,신용카드,광랜,51909.0,1227608.0,105.0,3.0,2.0,0
5.0,2년,신용카드,기가,122112.0,680435.0,336.0,8.0,5.0,1
30.0,2년,자동이체,기가,39202.0,1292172.0,182.0,2.0,0.0,0
43.0,2년,지류,미사용,88996.0,3800861.0,408.0,9.0,4.0,1
66.0,2년,신용카드,기가,148452.0,8505150.0,84.0,2.0,4.0,0
4.0,1년,신용카드,광랜,88667.0,302197.0,455.0,10.0,1.0,1
52.0,1년,신용카드,광랜,41936.0,,281.0,3.0,1.0,0
48.0,1년,지류,미사용,110185.0,5330968.0,271.0,10.0,5.0,1
26.0,1년,신용카드,미사용,114624.0,3502824.0,482.0,9.0,1.0,1
59.0,1년,지류,미사용,123649.0,7602672.0,273.0,9.0,3.0,1
38.0,1년,지류,미사용,,2737891.0,295.0,6.0,3.0,1
29.0,2년,자동이체,기가,100204.0,3085857.0,112.0,8.0,1.0,1
69.0,2년,신용카드,광랜,146495.0,9923500.0,85.0,10.0,4.0,1
52.0,2년,지류,기가,90950.0,4839409.0,258.0,0.0,5.0,0
43.0,1년,지류,광랜,67617.0,2744792.0,437.0,7.0,4.0,1
11.0,2년,신용카드,미사용,,1317583.0,292.0,1.0,0.0,1
33.0,2년,지류,,22760.0,722574.0,199.0,3.0,1.0,0
23.0,2년,자동이체,기가,138688.0,3106440.0,161.0,10.0,0.0,1
13.0,2년,지류,기가,54321.0,779031.0,422.0,1.0,1.0,1
13.0,1년,지류,기가,83161.0,994332.0,420.0,8.0,3.0,1
7.0,1년,지류,광랜,65904.0,528133.0,191.0,0.0,2.0,1
63.0,1년,지류,광랜,149029.0,9836827.0,303.0,2.0,4.0,1
25.0,1년,,광랜,107037.0,3199668.0,428.0,5.0,5.0,1
41.0,무약정,지류,기가,111403.0,4480541.0,142.0,6.0,5.0,1
60.0,1년,자동이체,기가,121528.0,6031273.0,94.0,0.0,3.0,0
14.0,2년,자동이체,기가,93333.0,1435063.0,86.0,6.0,2.0,1
50.0,1년,지류,미사용,98289.0,4393054.0,158.0,3.0,5.0,0
10.0,무약정,신용카드,광랜,68529.0,731650.0,303.0,8.0,5.0,1
62.0,2년,지류,미사용,31748.0,2033878.0,146.0,8.0,4.0,0
1.0,2년,자동이체,광랜,51351.0,57313.0,355.0,10.0,2.0,1
54.0,2년,자동이체,광랜,122003.0,5799878.0,200.0,0.0,4.0,0
67.0,1년,신용카드,광랜,77507.0,4212201.0,251.0,1.0,2.0,0
41.0,2년,신용카드,광랜,126280.0,4854550.0,458.0,1.0,3.0,1
10.0,무약정,신용카드,광랜,100058.0,1055705.0,43.0,6.0,5.0,1
54.0,1년,지류,미사용,92827.0,4384397.0,265.0,7.0,3.0,1
22.0,1년,신용카드,미사용,137191.0,2859339.0,285.0,0.0,3.0,1
64.0,무약정,지류,기가,73074.0,5543646.0,34.0,2.0,0.0,1
52.0,무약정,신용카드,광랜,127354.0,7109980.0,66.0,4.0,1.0,1
15.0,2년,자동이체,미사용,97425.0,1498020.0,51.0,9.0,3.0,1
37.0,1년,지류,기가,117116.0,4809736.0,254.0,9.0,3.0,1
46.0,2년,신용카드,미사용,29244.0,1366113.0,391.0,9.0,4.0,0
17.0,1년,자동이체,기가,119544.0,2362327.0,79.0,9.0,0.0,1
67.0,1년,지류,미사용,136675.0,10550706.0,94.0,3.0,3.0,0
26.0,1년,신용카드,미사용,49147.0,1077048.0,422.0,4.0,4.0,0
61.0,1년,,기가,137600.0,9019239.0,429.0,5.0,0.0,1
41.0,2년,신용카드,미사용,52966.0,1957834.0,,2.0,1.0,0
10.0,무약정,자동이체,미사용,120611.0,1112062.0,57.0,2.0,2.0,1
57.0,1년,지류,광랜,141743.0,8123047.0,429.0,3.0,3.0,1
66.0,2년,지류,광랜,136426.0,9406016.0,329.0,7.0,0.0,0
65.0,2년,지류,기가,115299.0,8542354.0,164.0,9.0,0.0,0
30.0,2년,신용카드,기가,42219.0,1299083.0,283.0,0.0,3.0,0
,1년,자동이체,기가,110590.0,2333577.0,300.0,2.0,5.0,1
29.0,2년,신용카드,광랜,53025.0,1823587.0,354.0,10.0,0.0,1
44.0,1년,신용카드,기가,146772.0,7069772.0,374.0,4.0,3.0,1
56.0,1년,자동이체,기가,149974.0,7493220.0,18.0,9.0,4.0,1
17.0,2년,지류,기가,82009.0,1158448.0,33.0,4.0,5.0,0
5.0,2년,지류,미사용,68461.0,376698.0,99.0,3.0,4.0,1
66.0,2년,신용카드,광랜,72516.0,4187547.0,338.0,8.0,5.0,0
23.0,1년,지류,기가,68643.0,1750369.0,178.0,2.0,0.0,1
34.0,2년,지류,미사용,143291.0,3899479.0,461.0,0.0,3.0,1
44.0,,지류,미사용,125269.0,6135513.0,254.0,2.0,0.0,1
44.0,2년,지류,광랜,125815.0,4851596.0,485.0,3.0,4.0,0
15.0,1년,,기가,51276.0,908280.0,407.0,7.0,1.0,1
71.0,1년,신용카드,,32249.0,1975962.0,21.0,3.0,4.0,0
23.0,2년,지류,광랜,95431.0,2492928.0,274.0,2.0,2.0,0
48.0,1년,자동이체,미사용,113737.0,5998238.0,105.0,0.0,3.0,0
30.0,,자동이체,광랜,72008.0,2034994.0,250.0,9.0,2.0,0
28.0,2년,지류,기가,129419.0,3172704.0,210.0,8.0,4.0,1
44.0,무약정,자동이체,미사용,92218.0,4304452.0,500.0,0.0,5.0,1
,2년,신용카드,기가,148041.0,7720731.0,219.0,9.0,5.0,1
52.0,2년,신용카드,기가,48644.0,2277606.0,159.0,5.0,2.0,0
17.0,1년,신용카드,광랜,121793.0,1973334.0,348.0,1.0,5.0,1
35.0,1년,자동이체,기가,108708.0,3873184.0,119.0,5.0,0.0,1
67.0,1년,지류,미사용,146459.0,10445987.0,130.0,3.0,0.0,1
67.0,무약정,자동이체,광랜,125192.0,9776604.0,122.0,7.0,3.0,1
38.0,2년,자동이체,광랜,23455.0,964348.0,246.0,0.0,5.0,0
37.0,1년,지류,광랜,55947.0,2025098.0,61.0,0.0,3.0,0
25.0,2년,신용카드,미사용,,,461.0,8.0,0.0,1
26.0,1년,지류,미사용,38828.0,994141.0,23.0,8.0,0.0,1
29.0,2년,신용카드,미사용,142685.0,3534244.0,112.0,1.0,4.0,1
63.0,2년,자동이체,광랜,25523.0,1612792.0,281.0,4.0,4.0,0
60.0,무약정,지류,미사용,134489.0,8794299.0,162.0,6.0,0.0,1
3.0,무약정,자동이체,미사용,120411.0,329770.0,275.0,8.0,4.0,1
28.0,2년,지류,기가,94075.0,2950011.0,10.0,9.0,4.0,1
57.0,2년,신용카드,광랜,38420.0,2131585.0,358.0,6.0,0.0,0
63.0,2년,자동이체,광랜,60023.0,4246708.0,125.0,9.0,0.0,0
25.0,1년,자동이체,광랜,86583.0,2219427.0,498.0,4.0,4.0,1
70.0,2년,자동이체,광랜,26480.0,1878330.0,369.0,5.0,0.0,0
64.0,1년,지류,기가,110708.0,5847014.0,403.0,2.0,1.0,0
11.0,무약정,자동이체,미사용,128336.0,1202099.0,43.0,4.0,3.0,1
56.0,1년,신용카드,미사용,73848.0,,305.0,8.0,5.0,0
35.0,무약정,자동이체,기가,73080.0,2312828.0,89.0,0.0,3.0,1
36.0,무약정,신용카드,기가,,2433990.0,48.0,1.0,4.0,1
70.0,,지류,기가,47709.0,3726503.0,81.0,10.0,3.0,0
68.0,2년,신용카드,미사용,29256.0,1613797.0,289.0,3.0,1.0,0
51.0,1년,신용카드,미사용,25581.0,1347311.0,,4.0,5.0,0
39.0,무약정,자동이체,기가,51963.0,2015436.0,97.0,5.0,,1
51.0,2년,자동이체,미사용,46249.0,2408751.0,339.0,10.0,5.0,0
28.0,무약정,자동이체,기가,74348.0,2035294.0,459.0,1.0,2.0,1
,,신용카드,광랜,117398.0,6516956.0,314.0,2.0,4.0,1
22.0,1년,자동이체,광랜,48954.0,936547.0,28.0,2.0,2.0,0
28.0,1년,지류,기가,,1663426.0,250.0,3.0,3.0,1
18.0,1년,자동이체,미사용,56166.0,982602.0,197.0,1.0,5.0,0
21.0,2년,지류,기가,84332.0,1945160.0,427.0,4.0,0.0,1
60.0,2년,신용카드,미사용,31621.0,2022002.0,89.0,0.0,4.0,0
52.0,무약정,자동이체,광랜,119014.0,7331807.0,155.0,5.0,4.0,1
61.0,1년,지류,미사용,,4346509.0,429.0,8.0,1.0,1
58.0,무약정,지류,기가,28246.0,1857040.0,120.0,5.0,2.0,1
54.0,1년,신용카드,광랜,82645.0,5182025.0,363.0,3.0,3.0,0
15.0,1년,신용카드,광랜,21656.0,315786.0,209.0,9.0,1.0,1
21.0,2년,지류,광랜,117930.0,2432682.0,,3.0,4.0,1
12.0,1년,신용카드,광랜,22884.0,308580.0,343.0,,3.0,1
43.0,무약정,자동이체,미사용,112000.0,4822271.0,459.0,3.0,3.0,1
68.0,,신용카드,미사용,81131.0,6063364.0,276.0,7.0,2.0,1
42.0,2년,지류,기가,108104.0,5176802.0,299.0,6.0,5.0,0
43.0,무약정,지류,미사용,62287.0,2223042.0,432.0,9.0,1.0,1
52.0,2년,자동이체,기가,40747.0,2405789.0,39.0,1.0,0.0,0
32.0,2년,자동이체,,28962.0,1059819.0,500.0,7.0,5.0,0
33.0,무약정,신용카드,,109632.0,3291071.0,367.0,6.0,5.0,1
66.0,1년,자동이체,기가,89424.0,7047254.0,344.0,0.0,1.0,0
25.0,무약정,자동이체,미사용,58268.0,1389539.0,394.0,10.0,,1
53.0,2년,신용카드,기가,50017.0,2867406.0,207.0,9.0,1.0,0
49.0,2년,자동이체,미사용,132935.0,5682302.0,12.0,1.0,1.0,0
30.0,1년,지류,기가,139339.0,3491916.0,104.0,7.0,0.0,1
66.0,무약정,자동이체,기가,50797.0,3767318.0,243.0,7.0,5.0,0
29.0,1년,신용카드,기가,142103.0,4407114.0,468.0,4.0,5.0,1
24.0,무약정,지류,미사용,66855.0,1814862.0,,3.0,1.0,1
47.0,2년,신용카드,광랜,35222.0,1819646.0,,5.0,5.0,0
8.0,무약정,자동이체,기가,34035.0,300497.0,99.0,9.0,5.0,1
55.0,2년,지류,미사용,128045.0,7279600.0,159.0,2.0,5.0,0
,1년,,미사용,46795.0,1417013.0,180.0,9.0,3.0,1
23.0,2년,신용카드,광랜,45344.0,1015182.0,130.0,9.0,3.0,0
44.0,2년,,광랜,93755.0,4190047.0,412.0,8.0,0.0,1
43.0,1년,자동이체,기가,97103.0,4444590.0,383.0,0.0,2.0,0
49.0,무약정,신용카드,기가,125927.0,5047904.0,486.0,10.0,1.0,1
25.0,2년,신용카드,기가,40156.0,909351.0,178.0,9.0,0.0,1
7.0,1년,신용카드,광랜,23688.0,167408.0,244.0,7.0,1.0,1
31.0,2년,지류,광랜,141286.0,4343025.0,305.0,5.0,5.0,1
10.0,1년,신용카드,기가,79609.0,667865.0,84.0,1.0,1.0,1
18.0,1년,지류,기가,94570.0,1994930.0,95.0,6.0,0.0,1
68.0,1년,지류,광랜,116368.0,8618688.0,281.0,4.0,3.0,0
9.0,1년,지류,미사용,24325.0,226903.0,468.0,6.0,0.0,1
54.0,무약정,자동이체,미사용,118398.0,7510791.0,70.0,2.0,4.0,1
49.0,무약정,지류,광랜,65465.0,3648147.0,362.0,1.0,0.0,1
61.0,무약정,신용카드,미사용,118777.0,7069149.0,393.0,10.0,,1
51.0,2년,자동이체,기가,78893.0,4629150.0,295.0,3.0,2.0,0
63.0,1년,자동이체,광랜,45167.0,2338200.0,336.0,2.0,0.0,0
67.0,2년,지류,광랜,,6790422.0,90.0,5.0,5.0,0
17.0,1년,자동이체,광랜,110220.0,1504675.0,66.0,10.0,0.0,1
61.0,1년,지류,광랜,50896.0,2751351.0,56.0,1.0,5.0,0
62.0,무약정,지류,,77309.0,4939684.0,89.0,8.0,4.0,1
71.0,1년,자동이체,기가,143566.0,10189499.0,197.0,5.0,3.0,1
69.0,2년,자동이체,광랜,68409.0,5318822.0,,7.0,4.0,0
15.0,1년,지류,광랜,42750.0,579323.0,245.0,6.0,1.0,1
,,지류,광랜,129223.0,9586450.0,294.0,,5.0,1
10.0,무약정,신용카드,미사용,135639.0,1148914.0,175.0,9.0,1.0,1
26.0,2년,자동이체,광랜,54308.0,1144600.0,252.0,5.0,5.0,0
58.0,무약정,자동이체,기가,70702.0,4251388.0,145.0,8.0,0.0,1
32.0,2년,지류,기가,55386.0,1573845.0,69.0,2.0,4.0,0
32.0,무약정,신용카드,미사용,117574.0,3402102.0,451.0,0.0,4.0,1
65.0,2년,신용카드,광랜,76460.0,4571753.0,235.0,10.0,4.0,0
48.0,무약정,자동이체,기가,52165.0,2864764.0,427.0,4.0,4.0,1
32.0,2년,자동이체,미사용,,4179886.0,345.0,10.0,5.0,1
10.0,2년,자동이체,광랜,72013.0,674282.0,167.0,10.0,5.0,1
62.0,1년,지류,미사용,22715.0,1191384.0,339.0,0.0,3.0,0
60.0,2년,지류,광랜,24620.0,1727481.0,210.0,2.0,1.0,0
11.0,무약정,신용카드,미사용,115323.0,1311631.0,129.0,8.0,3.0,1
53.0,2년,지류,광랜,105028.0,4622156.0,451.0,2.0,0.0,0
41.0,,,미사용,54425.0,1990397.0,472.0,10.0,2.0,1
71.0,2년,자동이체,미사용,135573.0,8144987.0,396.0,1.0,4.0,0
69.0,무약정,지류,미사용,21978.0,1411115.0,373.0,4.0,4.0,0
16.0,2년,지류,기가,123346.0,2038956.0,198.0,0.0,5.0,1
17.0,2년,자동이체,미사용,38165.0,706066.0,382.0,3.0,2.0,0
39.0,무약정,지류,미사용,69808.0,2903311.0,304.0,3.0,1.0,1
26.0,2년,자동이체,기가,46943.0,1245728.0,273.0,1.0,0.0,0
53.0,2년,신용카드,광랜,116217.0,6945816.0,156.0,7.0,3.0,0
19.0,2년,신용카드,기가,69813.0,1154513.0,184.0,6.0,,1
35.0,1년,지류,광랜,55590.0,1629204.0,366.0,9.0,5.0,1
56.0,무약정,지류,미사용,86044.0,5759727.0,392.0,4.0,0.0,1
6.0,1년,자동이체,기가,51028.0,307120.0,217.0,7.0,0.0,1
42.0,1년,자동이체,미사용,54282.0,2341742.0,338.0,0.0,4.0,0
11.0,1년,자동이체,광랜,67137.0,666818.0,340.0,0.0,2.0,1
65.0,1년,자동이체,미사용,24949.0,1325160.0,433.0,4.0,1.0,0
10.0,1년,신용카드,기가,32239.0,352109.0,89.0,5.0,1.0,1
53.0,1년,자동이체,미사용,75135.0,3876507.0,445.0,8.0,5.0,1
57.0,무약정,지류,미사용,21010.0,1149333.0,306.0,7.0,4.0,1
10.0,무약정,지류,광랜,82418.0,692856.0,134.0,8.0,3.0,1
19.0,2년,신용카드,기가,96293.0,2189674.0,481.0,9.0,3.0,1
14.0,2년,신용카드,광랜,49677.0,571271.0,297.0,4.0,2.0,0
33.0,,지류,광랜,76192.0,2232911.0,428.0,7.0,1.0,1
72.0,1년,지류,미사용,84540.0,4884646.0,136.0,7.0,4.0,0
33.0,무약정,신용카드,광랜,43783.0,1634473.0,102.0,9.0,4.0,1
68.0,1년,신용카드,미사용,62734.0,4315077.0,364.0,4.0,3.0,0
36.0,1년,신용카드,기가,34345.0,1315511.0,53.0,0.0,4.0,0
39.0,1년,자동이체,기가,123131.0,5571839.0,351.0,8.0,4.0,1
27.0,1년,자동이체,기가,39529.0,907660.0,372.0,8.0,4.0,1
2.0,무약정,신용카드,광랜,,185587.0,317.0,10.0,3.0,1
51.0,2년,지류,광랜,86727.0,3963888.0,471.0,0.0,4.0,0
2.0,1년,지류,미사용,83698.0,140430.0,408.0,1.0,4.0,1
69.0,1년,신용카드,기가,144569.0,10079521.0,319.0,3.0,2.0,1
2.0,2년,신용카드,기가,132977.0,243340.0,14.0,2.0,0.0,1
68.0,1년,지류,광랜,128572.0,10491357.0,251.0,8.0,5.0,1
45.0,무약정,지류,미사용,109999.0,5115035.0,254.0,10.0,4.0,1
49.0,2년,자동이체,미사용,33392.0,1389171.0,466.0,5.0,4.0,0
22.0,2년,지류,미사용,135952.0,2954347.0,,8.0,5.0,1
7.0,2년,지류,기가,109569.0,651594.0,149.0,3.0,2.0,1
13.0,2년,자동이체,미사용,119820.0,1463275.0,53.0,7.0,1.0,1
65.0,2년,자동이체,미사용,,6328865.0,112.0,10.0,5.0,0
57.0,1년,지류,광랜,78434.0,4446733.0,242.0,0.0,1.0,0
66.0,2년,자동이체,기가,85781.0,5152511.0,52.0,8.0,0.0,0
72.0,2년,지류,기가,94531.0,8140489.0,80.0,3.0,5.0,0
71.0,1년,자동이체,미사용,60305.0,4199761.0,227.0,9.0,2.0,0
3.0,무약정,신용카드,기가,117723.0,319581.0,88.0,2.0,5.0,1
51.0,무약정,지류,기가,39379.0,1718367.0,493.0,2.0,2.0,1
7.0,무약정,신용카드,광랜,135125.0,770413.0,421.0,8.0,2.0,1
11.0,무약정,자동이체,기가,134312.0,1728577.0,236.0,2.0,2.0,1
8.0,무약정,자동이체,광랜,122675.0,1090014.0,158.0,0.0,0.0,1
30.0,1년,자동이체,기가,134169.0,4744473.0,25.0,3.0,5.0,1
23.0,1년,신용카드,미사용,87008.0,2398880.0,441.0,9.0,5.0,1
60.0,2년,자동이체,광랜,58718.0,4136279.0,347.0,7.0,2.0,0
2.0,2년,신용카드,미사용,99071.0,228180.0,499.0,5.0,0.0,1
17.0,2년,자동이체,미사용,48533.0,937175.0,422.0,10.0,4.0,1
68.0,2년,신용카드,기가,70075.0,5504828.0,495.0,1.0,1.0,0
11.0,2년,신용카드,광랜,,279233.0,489.0,1.0,4.0,0
17.0,2년,지류,기가,141818.0,1997935.0,212.0,8.0,3.0,1
69.0,무약정,신용카드,,62728.0,4989904.0,474.0,2.0,4.0,0
10.0,1년,신용카드,기가,22824.0,263100.0,442.0,7.0,2.0,1
67.0,1년,신용카드,기가,55132.0,4383447.0,72.0,9.0,4.0,0
31.0,1년,신용카드,미사용,71762.0,1884488.0,463.0,10.0,3.0,1
54.0,무약정,,기가,80773.0,4674057.0,465.0,1.0,4.0,0
56.0,무약정,자동이체,광랜,21947.0,1150649.0,395.0,0.0,4.0,0
28.0,무약정,신용카드,기가,116772.0,3812619.0,234.0,0.0,3.0,1
69.0,1년,지류,광랜,143786.0,10743950.0,60.0,9.0,1.0,1
28.0,2년,지류,미사용,52700.0,1770038.0,347.0,6.0,3.0,0
21.0,2년,지류,기가,56853.0,979102.0,362.0,3.0,,1
24.0,2년,지류,기가,76221.0,1774889.0,368.0,3.0,0.0,1
46.0,무약정,지류,기가,87079.0,4551180.0,384.0,3.0,0.0,1
71.0,2년,신용카드,광랜,110750.0,8212143.0,204.0,3.0,3.0,0
57.0,2년,신용카드,기가,88983.0,5346635.0,453.0,5.0,2.0,0
35.0,무약정,지류,기가,105691.0,4154675.0,56.0,2.0,3.0,1
37.0,무약정,지류,기가,90692.0,3263695.0,270.0,7.0,4.0,1
36.0,무약정,지류,미사용,122203.0,3835406.0,171.0,10.0,4.0,1
45.0,2년,신용카드,미사용,106495.0,4891328.0,334.0,2.0,4.0,0
18.0,무약정,지류,광랜,66731.0,972761.0,177.0,7.0,1.0,1
3.0,무약정,자동이체,,77008.0,200376.0,114.0,8.0,2.0,1
55.0,2년,지류,미사용,115992.0,7394972.0,322.0,9.0,5.0,1
63.0,무약정,신용카드,광랜,85382.0,5501142.0,23.0,9.0,2.0,1
49.0,1년,신용카드,광랜,95118.0,4226173.0,87.0,4.0,4.0,0
59.0,1년,자동이체,기가,86068.0,4550549.0,95.0,1.0,0.0,0
47.0,2년,자동이체,기가,49979.0,1931095.0,486.0,4.0,4.0,0
65.0,2년,신용카드,광랜,129597.0,7717609.0,338.0,1.0,2.0,0
45.0,무약정,지류,기가,22176.0,909251.0,338.0,7.0,5.0,1
66.0,1년,신용카드,미사용,70708.0,3946608.0,266.0,1.0,3.0,0
68.0,무약정,지류,미사용,22799.0,1347747.0,63.0,1.0,1.0,0
26.0,2년,지류,,105622.0,2537258.0,287.0,5.0,5.0,1
43.0,2년,,미사용,42275.0,1792628.0,382.0,4.0,2.0,0
42.0,2년,신용카드,광랜,83112.0,3493270.0,355.0,3.0,2.0,0
25.0,1년,지류,기가,111557.0,3291685.0,50.0,4.0,,1
24.0,무약정,지류,광랜,38275.0,1099613.0,167.0,0.0,3.0,1
2.0,무약정,지류,미사용,107171.0,212374.0,448.0,1.0,5.0,1
19.0,2년,지류,기가,94751.0,1984790.0,89.0,8.0,3.0,1
30.0,1년,신용카드,광랜,117224.0,4060190.0,493.0,7.0,5.0,1
1.0,1년,신용카드,광랜,127140.0,149530.0,289.0,7.0,0.0,1
30.0,무약정,신용카드,미사용,29998.0,1067458.0,372.0,3.0,5.0,1
44.0,1년,지류,기가,111310.0,5324448.0,319.0,1.0,4.0,1
26.0,무약정,신용카드,광랜,67070.0,1713938.0,375.0,6.0,5.0,1
69.0,2년,자동이체,기가,123522.0,9047654.0,151.0,2.0,5.0,0
47.0,2년,자동이체,기가,32181.0,1259310.0,414.0,10.0,2.0,0
49.0,무약정,지류,광랜,136577.0,6301821.0,248.0,3.0,0.0,1
4.0,무약정,신용카드,기가,67615.0,315023.0,131.0,5.0,3.0,1
34.0,무약정,지류,미사용,39680.0,1163961.0,453.0,7.0,0.0,1
14.0,무약정,신용카드,기가,143662.0,1927390.0,499.0,1.0,5.0,1
37.0,무약정,신용카드,미사용,129637.0,4541812.0,443.0,2.0,2.0,1
50.0,2년,신용카드,미사용,93121.0,3819589.0,29.0,4.0,5.0,0
31.0,2년,신용카드,기가,106387.0,3133892.0,457.0,2.0,5.0,0
40.0,2년,지류,광랜,147016.0,5895754.0,27.0,10.0,3.0,1
62.0,2년,자동이체,광랜,111557.0,7819980.0,108.0,4.0,1.0,0
8.0,1년,지류,광랜,116022.0,792186.0,376.0,1.0,0.0,1
8.0,무약정,자동이체,광랜,50031.0,372566.0,319.0,3.0,4.0,1
37.0,1년,자동이체,기가,40639.0,1690761.0,258.0,3.0,3.0,0
46.0,2년,신용카드,광랜,22721.0,848922.0,210.0,7.0,1.0,0
14.0,2년,지류,미사용,131918.0,1633796.0,391.0,1.0,1.0,1
27.0,무약정,자동이체,기가,79530.0,2024024.0,259.0,3.0,5.0,1
58.0,1년,신용카드,기가,137693.0,6976095.0,344.0,1.0,3.0,0
20.0,무약정,신용카드,미사용,23662.0,471411.0,386.0,3.0,1.0,1
11.0,1년,신용카드,기가,28791.0,300277.0,81.0,0.0,0.0,1
59.0,1년,신용카드,기가,33689.0,2024073.0,92.0,6.0,5.0,0
21.0,2년,신용카드,기가,129219.0,2415241.0,411.0,7.0,3.0,1
24.0,1년,신용카드,미사용,111870.0,2818387.0,153.0,2.0,3.0,1
64.0,2년,지류,미사용,107705.0,7254756.0,169.0,6.0,4.0,0
3.0,2년,신용카드,미사용,120907.0,382306.0,178.0,10.0,5.0,1
39.0,1년,신용카드,광랜,127201.0,4490878.0,275.0,0.0,,0
,2년,지류,기가,22517.0,893366.0,89.0,3.0,3.0,0
12.0,2년,자동이체,미사용,47379.0,586459.0,127.0,6.0,0.0,1
21.0,무약정,자동이체,기가,92876.0,1591085.0,193.0,7.0,5.0,1
69.0,무약정,지류,미사용,,6236532.0,183.0,3.0,3.0,1
57.0,1년,자동이체,광랜,113200.0,5462331.0,379.0,7.0,,0
,1년,신용카드,미사용,125983.0,3149477.0,94.0,6.0,3.0,1
65.0,무약정,신용카드,광랜,71759.0,4668084.0,53.0,7.0,0.0,1
